,Beverages,Caramel Apples,Chicken Tenders,Churros,Corn,Covered Strawberries,Dogs,Fries,Funnel Cakes,Ice Cream,Oreos,Popcorn,Vegetarian Dogs
2021-07-22,52.75,340.0,0.0,0.0,55.0,0.0,407.5,16.0,704.5,112.5,224.5,208.64,9.5
2021-07-23,48.5,496.0,0.0,0.0,132.5,0.0,701.25,41.0,758.5,160.0,178.0,201.67,15.75
2021-07-24,93.25,840.0,0.0,0.0,127.5,0.0,702.25,124.0,910.0,165.5,148.5,285.52,5.0
2021-07-25,96.0,761.0,0.0,0.0,133.25,0.0,697.5,117.0,1182.0,238.0,205.0,303.48,0.0
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,70.75,680.0,0.0,0.0,130.0,0.0,552.5,56.0,628.5,137.0,169.5,358.49,29.0
2021-07-29,69.75,399.0,0.0,0.0,92.25,0.0,449.75,5.0,590.5,155.5,131.0,217.6,10.0
2021-07-30,52.75,491.0,0.0,0.0,110.25,0.0,703.25,50.0,796.5,231.0,210.5,174.64,29.5
2021-07-31,97.25,786.0,0.0,0.0,198.75,0.0,969.25,84.0,1080.0,197.5,227.0,278.54,10.5
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-04,81.75,609.0,0.0,0.0,155.0,0.0,695.75,62.0,694.5,229.5,214.5,434.26,19.75
2021-08-05,67.0,539.0,0.0,0.0,52.5,0.0,457.5,83.0,822.5,179.5,239.0,201.66,56.5
2021-08-06,58.75,464.0,0.0,0.0,97.0,0.0,589.75,86.0,547.0,153.5,174.5,234.56,46.0
2021-08-07,22.25,453.0,0.0,0.0,134.25,0.0,710.0,53.0,721.0,156.5,121.5,212.66,9.5
2021-08-08,35.5,531.0,0.0,0.0,98.0,0.0,395.5,90.0,700.0,211.0,227.5,234.59,0.0
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-11,53.75,577.0,0.0,0.0,88.25,0.0,452.25,79.0,682.0,133.5,153.5,127.79,20.0
2021-08-12,61.25,324.0,0.0,0.0,114.5,0.0,496.25,23.0,456.0,142.5,138.0,150.69,10.0
2021-08-13,45.0,462.0,0.0,0.0,48.0,0.0,591.5,35.0,497.5,170.5,150.0,222.62,10.5
2021-08-14,64.75,712.0,0.0,0.0,84.75,0.0,584.5,31.0,896.0,259.0,249.5,240.62,26.0
2021-08-15,51.5,688.0,0.0,0.0,61.0,0.0,565.25,84.0,756.5,232.5,166.0,271.51,25.25
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-18,79.25,541.0,0.0,0.0,64.5,0.0,763.5,51.0,676.0,116.5,203.5,227.6,10.0
2021-08-19,37.25,443.0,0.0,0.0,81.0,0.0,529.75,44.0,505.0,131.0,171.0,187.66,0.0
2021-08-20,81.0,502.0,0.0,0.0,62.25,0.0,518.5,67.0,692.5,84.5,179.5,173.68,76.5
2021-08-21,51.25,533.0,0.0,0.0,56.25,0.0,599.5,72.0,765.5,111.0,220.5,232.61,27.5
2021-08-22,84.75,656.0,0.0,0.0,128.5,0.0,980.5,87.0,1023.5,217.5,297.5,358.44,44.5
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-25,59.0,330.0,0.0,0.0,95.5,0.0,576.25,68.0,539.0,75.5,138.0,232.65,5.5
2021-08-26,53.0,403.0,0.0,0.0,104.25,0.0,490.5,58.0,518.5,86.0,120.0,168.66,35.0
2021-08-27,77.0,603.0,0.0,0.0,75.25,0.0,731.5,68.0,613.0,143.5,194.5,237.55,10.0
2021-08-28,80.5,426.0,0.0,0.0,96.75,0.0,438.75,27.0,852.5,238.0,162.5,217.62,44.0
2021-08-29,81.5,483.0,0.0,0.0,86.75,0.0,542.5,80.0,726.5,175.5,236.0,289.57,20.5
2021-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,73.5,453.0,0.0,0.0,80.0,0.0,464.25,78.0,854.0,134.5,157.0,206.64,10.0
2021-09-02,48.5,474.0,0.0,0.0,83.0,0.0,641.5,91.0,689.0,110.5,179.0,184.68,26.0
2021-09-03,94.75,552.0,0.0,0.0,96.75,0.0,531.0,24.0,1032.5,156.5,303.5,262.55,0.0
2021-09-04,39.5,509.0,0.0,0.0,73.0,0.0,529.0,64.0,768.5,202.5,134.5,218.6,5.0
2021-09-05,99.25,603.0,0.0,0.0,103.0,0.0,592.0,127.0,1151.5,190.0,187.0,168.67,34.0
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-08,93.25,364.0,0.0,0.0,69.0,0.0,567.75,73.0,573.0,157.5,154.0,150.76,19.0
2021-09-09,43.0,410.0,0.0,0.0,81.0,0.0,522.25,66.0,512.0,158.5,167.0,222.59,0.0
2021-09-10,52.25,604.0,0.0,0.0,133.75,0.0,908.75,149.0,805.5,206.0,238.5,273.61,24.75
2021-09-11,95.5,571.0,0.0,0.0,106.5,0.0,849.5,44.0,707.0,119.5,213.5,209.66,35.25
2021-09-12,74.75,688.0,0.0,0.0,100.25,0.0,593.5,95.0,1017.5,191.5,283.5,190.65,25.25
2021-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-15,49.5,329.0,0.0,0.0,91.0,0.0,467.0,48.0,492.5,127.0,116.0,197.66,20.75
2021-09-16,30.0,274.0,0.0,0.0,45.0,0.0,344.75,14.0,311.5,77.5,63.0,112.8,5.5
2021-09-17,46.25,480.0,0.0,0.0,73.25,0.0,504.25,90.0,718.0,91.5,232.0,190.67,36.25
2021-09-18,62.5,637.0,0.0,0.0,118.25,0.0,496.75,105.0,980.5,213.5,228.0,226.69,5.0
2021-09-19,50.0,703.0,0.0,0.0,124.25,0.0,442.0,36.0,502.0,143.5,222.5,246.61,12.0
2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-22,46.75,404.0,0.0,0.0,81.5,0.0,456.5,12.0,582.0,185.5,98.0,243.56,23.5
2021-09-23,67.5,445.0,0.0,48.0,86.75,0.0,577.25,89.0,475.5,81.5,111.5,192.69,24.5
2021-09-24,55.25,521.0,0.0,126.0,71.0,0.0,668.75,87.0,537.5,215.0,239.5,189.65,45.75
2021-09-25,43.25,480.0,0.0,102.0,87.75,0.0,547.75,98.0,735.5,88.5,170.5,190.71,25.0
2021-09-26,90.75,508.0,0.0,114.0,123.0,0.0,518.75,64.0,821.0,231.5,193.0,257.64,0.0
2021-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29,75.5,374.0,0.0,96.0,78.75,0.0,431.5,96.0,469.5,188.0,184.0,187.72,28.5
2021-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,0.0
2021-10-01,59.75,406.0,0.0,156.0,105.5,0.0,602.0,63.0,695.5,146.0,166.0,143.78,5.0
2021-10-02,101.25,452.0,0.0,96.0,142.0,0.0,498.25,98.0,801.5,282.0,120.5,165.7,10.0
2021-10-03,134.25,456.0,0.0,126.0,119.25,0.0,557.5,77.0,917.5,288.5,198.0,156.72,10.5
2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06,40.0,378.0,0.0,120.0,72.0,0.0,375.75,73.0,408.0,56.5,143.5,146.75,30.5
2021-10-07,49.0,455.0,0.0,114.0,99.25,0.0,496.0,20.0,306.5,75.5,146.0,211.63,25.0
2021-10-08,52.5,283.0,0.0,108.0,98.25,0.0,488.0,108.0,568.0,116.0,229.5,256.61,15.0
2021-10-09,85.5,479.0,0.0,150.0,126.0,0.0,570.0,42.0,692.0,179.5,248.5,401.44,10.0
2021-10-10,121.5,718.0,0.0,138.0,79.0,0.0,755.0,94.0,1086.0,268.0,245.5,327.42,31.25
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-13,61.75,287.0,0.0,96.0,50.0,0.0,478.75,24.0,355.0,103.5,130.0,228.61,11.0
2021-10-14,44.75,248.0,0.0,120.0,85.25,0.0,514.0,42.0,406.0,97.0,87.5,212.69,20.0
2021-10-15,102.5,542.0,0.0,90.0,91.0,0.0,531.75,41.0,606.0,138.0,150.5,287.57,20.0
2021-10-16,71.0,378.0,0.0,66.0,101.25,0.0,545.5,39.0,643.0,255.5,184.5,192.65,5.0
2021-10-17,79.25,438.0,0.0,180.0,72.0,0.0,559.0,106.0,496.5,167.5,250.0,177.7,9.5
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-20,56.5,188.0,0.0,168.0,43.75,0.0,394.5,30.0,325.0,108.0,89.0,157.77,5.0
2021-10-21,61.5,190.0,0.0,168.0,55.25,0.0,253.75,52.0,280.5,55.5,145.5,145.75,10.0
2021-10-22,70.25,489.0,0.0,183.0,76.75,0.0,441.75,59.0,500.5,125.5,215.5,225.63,5.0
2021-10-23,78.75,491.0,0.0,243.0,136.5,0.0,632.75,132.0,776.5,232.5,212.5,249.58,11.5
2021-10-24,37.0,244.0,0.0,123.0,31.0,0.0,323.75,50.0,328.0,47.5,56.5,107.85,0.0
2021-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-27,54.75,284.0,0.0,246.0,53.25,0.0,526.25,26.0,451.5,61.0,113.5,164.73,0.0
2021-10-28,46.75,281.0,0.0,108.0,40.0,0.0,417.5,28.0,349.0,114.5,46.5,201.71,15.0
2021-10-29,41.5,276.0,0.0,192.0,66.0,0.0,358.75,84.0,471.5,150.0,132.0,256.71,0.0
2021-10-30,62.25,184.0,0.0,132.0,61.25,0.0,341.0,39.0,499.0,105.0,129.5,171.72,10.0
2021-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,50.5,306.0,0.0,165.0,56.25,0.0,374.5,54.0,487.0,152.5,114.5,109.82,0.0
2021-11-04,29.75,255.0,0.0,96.0,44.25,0.0,319.0,56.0,431.0,160.0,127.0,91.82,41.75
2021-11-05,95.25,453.0,0.0,102.0,115.75,0.0,538.0,60.0,783.0,193.5,163.0,197.68,10.0
2021-11-06,105.75,744.0,0.0,225.0,116.75,0.0,441.0,104.0,635.0,79.5,212.0,274.63,27.5
2021-11-07,49.0,476.0,0.0,180.0,112.5,0.0,578.75,64.0,781.5,169.0,113.5,170.69,20.25
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-10,33.0,306.0,0.0,87.0,52.25,0.0,314.75,34.0,340.0,86.0,109.0,92.84,11.0
2021-11-11,44.0,382.0,0.0,195.0,51.25,0.0,266.5,62.0,389.5,120.5,163.0,152.71,15.5
2021-11-12,54.75,298.0,0.0,177.0,95.75,0.0,475.0,26.0,519.0,121.5,183.0,164.78,26.0
2021-11-13,74.5,571.0,0.0,222.0,83.75,0.0,459.0,107.0,794.0,240.0,185.5,219.67,39.5
2021-11-14,61.0,351.0,0.0,144.0,105.75,0.0,350.5,33.0,697.0,178.0,210.0,154.76,5.5
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-16,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0
2021-11-17,66.25,215.0,0.0,141.0,58.5,0.0,328.25,48.0,472.0,111.0,160.5,117.8,10.5
2021-11-18,55.5,372.0,0.0,78.0,50.5,0.0,351.5,38.0,371.5,104.5,98.5,100.82,24.5
2021-11-19,50.0,455.0,0.0,219.0,100.25,0.0,484.75,40.0,453.0,131.5,151.0,222.68,10.75
2021-11-20,58.0,372.0,0.0,162.0,101.25,0.0,533.25,57.0,596.5,176.0,170.0,203.66,43.0
2021-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-27,73.5,490.0,0.0,165.0,63.0,0.0,483.5,59.0,497.5,163.0,148.5,239.63,26.0
2021-11-28,82.25,389.0,0.0,96.0,83.75,0.0,442.25,43.0,828.5,170.5,140.0,168.68,20.0
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,65.25,427.0,0.0,117.0,103.5,0.0,565.5,60.0,488.5,77.5,153.0,138.79,0.0
2021-12-02,45.25,331.0,0.0,93.0,55.0,0.0,396.0,48.0,438.5,53.0,101.5,177.63,20.5
2021-12-03,62.75,384.0,0.0,132.0,48.5,0.0,332.75,60.0,507.0,106.5,104.5,94.82,0.0
2021-12-04,57.0,362.0,0.0,327.0,72.25,0.0,579.75,72.0,654.5,197.0,171.5,186.66,26.5
2021-12-05,60.75,481.0,0.0,180.0,61.0,0.0,629.5,76.0,490.5,174.5,222.5,108.83,24.5
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-08,39.5,379.0,0.0,138.0,50.25,0.0,245.0,38.0,361.0,107.5,92.0,170.7,9.5
2021-12-09,34.0,319.0,0.0,171.0,97.5,0.0,358.5,53.0,371.0,71.0,175.5,167.69,20.0
2021-12-10,35.0,332.0,0.0,126.0,49.5,0.0,272.0,56.0,569.0,109.0,121.5,69.88,15.5
2021-12-11,61.5,376.0,0.0,189.0,109.25,0.0,596.75,52.0,758.0,206.5,137.5,199.67,5.0
2021-12-12,33.0,366.0,0.0,240.0,36.0,0.0,343.5,56.0,684.0,82.5,142.0,165.75,20.0
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-15,42.25,374.0,0.0,141.0,63.25,0.0,374.75,24.0,398.5,70.0,124.5,133.79,20.0
2021-12-16,42.25,316.0,0.0,120.0,59.5,0.0,527.0,51.0,418.0,92.5,117.0,187.75,30.0
2021-12-17,35.75,379.0,0.0,123.0,69.0,0.0,336.75,37.0,287.5,153.5,63.5,247.66,45.0
2021-12-18,64.25,384.0,0.0,270.0,97.75,0.0,610.0,114.0,550.5,167.5,146.0,359.48,11.0
2021-12-19,50.5,568.0,0.0,282.0,130.0,0.0,705.75,55.0,815.5,164.0,198.5,299.52,31.25
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-15,1.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0
2022-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-20,139.25,1000.0,40.5,288.0,200.0,0.0,1443.75,206.0,1472.0,333.5,400.75,405.32,37.75
2022-04-21,92.25,862.0,107.0,204.0,134.25,0.0,990.75,145.5,989.5,202.5,242.0,257.5,37.25
2022-04-22,125.0,873.0,125.0,396.0,191.0,0.0,1192.0,190.0,1210.5,272.5,375.0,274.52,41.5
2022-04-23,135.25,1163.0,175.0,366.0,156.5,0.0,1634.25,165.5,1458.0,214.5,447.25,257.51,27.25
2022-04-24,134.75,1093.0,60.5,306.0,156.0,0.0,1028.0,165.5,1574.5,230.5,258.25,296.5,82.75
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-27,98.0,602.0,158.75,294.0,92.75,0.0,957.25,128.0,821.0,324.0,267.5,122.8,121.0
2022-04-28,119.25,749.0,163.0,249.0,178.0,0.0,981.0,229.0,1059.0,181.0,352.25,261.47,26.25
2022-04-29,160.0,753.0,208.25,285.0,170.5,0.0,1129.75,154.5,961.5,292.0,268.25,347.44,27.25
2022-04-30,140.0,1172.0,228.75,546.0,148.5,0.0,1046.25,169.0,1358.0,350.5,409.25,273.53,10.5
2022-05-01,143.25,1092.0,77.25,546.0,173.25,0.0,1377.25,214.0,1494.5,257.0,473.0,370.38,22.5
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-04,192.25,1012.0,132.75,279.0,222.25,60.0,1054.75,254.5,974.5,194.5,366.75,187.6,65.0
2022-05-05,95.25,565.0,89.5,234.0,172.0,64.0,727.0,70.5,685.5,164.5,178.0,187.65,5.75
2022-05-06,125.0,881.0,182.5,267.0,230.5,92.0,945.75,169.0,872.0,180.0,212.75,372.4,47.75
2022-05-07,127.75,951.0,922.5,361.5,172.25,196.0,1710.5,93.0,1169.5,235.5,314.5,301.46,15.0
2022-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-11,128.25,606.0,56.25,249.0,138.25,66.0,758.75,139.0,705.5,158.5,340.5,232.56,71.0
2022-05-12,88.25,682.0,197.75,337.5,171.75,146.0,939.25,94.5,755.5,183.0,328.75,262.5,17.5
2022-05-13,138.5,912.0,149.0,363.0,230.0,154.0,868.75,169.0,965.5,291.0,247.0,251.47,58.25
2022-05-14,169.5,895.0,252.0,430.5,187.0,142.0,1219.75,176.0,1261.0,276.5,325.5,368.44,69.0
2022-05-15,159.0,830.0,176.25,408.0,103.0,154.0,1024.25,124.0,1220.0,163.5,367.0,276.47,10.0
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-18,106.0,778.0,164.0,171.0,130.75,110.0,813.0,178.0,1177.0,296.5,335.5,179.65,83.5
2022-05-19,117.5,617.0,143.5,202.5,162.0,96.0,782.0,135.0,749.5,194.5,243.5,175.66,34.25
2022-05-20,97.75,624.0,137.0,231.0,138.25,138.0,730.5,150.5,809.5,261.5,299.25,199.66,16.75
2022-05-21,131.5,811.0,379.0,265.5,136.75,138.0,985.75,183.0,1315.5,295.0,271.5,212.55,42.0
2022-05-22,165.25,623.0,200.25,393.0,117.0,86.0,998.0,155.0,1173.5,246.0,285.0,283.54,15.75
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25,77.5,591.0,106.0,271.5,105.25,56.0,933.0,145.0,744.5,195.0,207.75,216.63,42.0
2022-05-26,96.25,536.0,217.25,336.0,63.75,94.0,676.0,121.0,738.5,150.5,223.0,281.6,18.75
2022-05-27,146.0,636.0,174.25,228.0,156.0,94.0,827.75,185.5,739.5,272.5,283.75,228.59,5.75
2022-05-28,165.75,704.0,170.75,286.5,75.5,82.0,866.0,136.5,990.0,276.5,253.5,353.42,16.75
2022-05-29,172.75,954.0,130.25,267.0,154.0,130.0,904.0,196.5,1304.0,298.0,271.25,303.59,42.5
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,88.75,444.0,235.0,235.5,82.5,80.0,595.25,135.0,594.0,188.0,167.0,284.57,5.75
2022-06-02,106.5,569.0,143.75,259.5,92.0,48.0,864.25,192.0,701.0,194.0,262.25,198.61,0.0
2022-06-03,97.25,622.0,136.0,292.5,88.0,84.0,726.75,74.5,770.0,298.0,256.75,303.54,43.5
2022-06-04,126.75,617.0,81.0,327.0,137.5,32.0,578.25,165.5,806.5,201.0,265.75,210.6,26.75
2022-06-05,158.5,495.0,308.5,306.0,135.25,34.0,767.25,146.0,1063.0,209.0,301.0,183.68,11.0
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-08,128.0,588.0,94.5,271.5,97.5,88.0,594.75,157.5,792.0,151.0,261.75,169.72,37.75
2022-06-09,116.75,810.0,90.5,267.0,167.0,108.0,905.0,130.5,660.5,253.5,194.25,216.62,0.0
2022-06-10,124.25,552.0,163.25,147.0,57.5,52.0,689.25,147.5,638.0,235.0,215.75,133.73,42.0
2022-06-11,138.0,853.0,58.25,339.0,166.5,82.0,886.75,124.0,1134.0,310.5,189.25,230.63,58.75
