Date,Product_1,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_12,Product_13,Product_2,Product_11
8/1/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/2/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/3/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/4/21,81.75,0.0,0.0,155.0,0.0,695.75,62.0,694.5,229.5,434.26,19.75,0,0
8/5/21,67.0,0.0,0.0,52.5,0.0,457.5,83.0,822.5,179.5,201.66,56.5,0,0
8/6/21,58.75,0.0,0.0,97.0,0.0,589.75,86.0,547.0,153.5,234.56,46.0,0,0
8/7/21,22.25,0.0,0.0,134.25,0.0,710.0,53.0,721.0,156.5,212.66,9.5,0,0
8/8/21,35.5,0.0,0.0,98.0,0.0,395.5,90.0,700.0,211.0,234.59,0.0,0,0
8/9/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/10/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/11/21,53.75,0.0,0.0,88.25,0.0,452.25,79.0,682.0,133.5,127.79,20.0,0,0
8/12/21,61.25,0.0,0.0,114.5,0.0,496.25,23.0,456.0,142.5,150.69,10.0,0,0
8/13/21,45.0,0.0,0.0,48.0,0.0,591.5,35.0,497.5,170.5,222.62,10.5,0,0
8/14/21,64.75,0.0,0.0,84.75,0.0,584.5,31.0,896.0,259.0,240.62,26.0,0,0
8/15/21,51.5,0.0,0.0,61.0,0.0,565.25,84.0,756.5,232.5,271.51,25.25,0,0
8/16/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/17/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/18/21,79.25,0.0,0.0,64.5,0.0,763.5,51.0,676.0,116.5,227.6,10.0,0,0
8/19/21,37.25,0.0,0.0,81.0,0.0,529.75,44.0,505.0,131.0,187.66,0.0,0,0
8/20/21,81.0,0.0,0.0,62.25,0.0,518.5,67.0,692.5,84.5,173.68,76.5,0,0
8/21/21,51.25,0.0,0.0,56.25,0.0,599.5,72.0,765.5,111.0,232.61,27.5,0,0
8/22/21,84.75,0.0,0.0,128.5,0.0,980.5,87.0,1023.5,217.5,358.44,44.5,0,0
8/23/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/24/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/25/21,59.0,0.0,0.0,95.5,0.0,576.25,68.0,539.0,75.5,232.65,5.5,0,0
8/26/21,53.0,0.0,0.0,104.25,0.0,490.5,58.0,518.5,86.0,168.66,35.0,0,0
8/27/21,77.0,0.0,0.0,75.25,0.0,731.5,68.0,613.0,143.5,237.55,10.0,0,0
8/28/21,80.5,0.0,0.0,96.75,0.0,438.75,27.0,852.5,238.0,217.62,44.0,0,0
8/29/21,81.5,0.0,0.0,86.75,0.0,542.5,80.0,726.5,175.5,289.57,20.5,0,0
8/30/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8/31/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
