Date,Product_1,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_12,Product_13,Product_2,Product_11
10/1/21,59.75,0.0,156.0,105.5,0.0,602.0,63.0,695.5,146.0,143.78,5.0,0,0
10/2/21,101.25,0.0,96.0,142.0,0.0,498.25,98.0,801.5,282.0,165.7,10.0,0,0
10/3/21,134.25,0.0,126.0,119.25,0.0,557.5,77.0,917.5,288.5,156.72,10.5,0,0
10/4/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10/5/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10/6/21,40.0,0.0,120.0,72.0,0.0,375.75,73.0,408.0,56.5,146.75,30.5,0,0
10/7/21,49.0,0.0,114.0,99.25,0.0,496.0,20.0,306.5,75.5,211.63,25.0,0,0
10/8/21,52.5,0.0,108.0,98.25,0.0,488.0,108.0,568.0,116.0,256.61,15.0,0,0
10/9/21,85.5,0.0,150.0,126.0,0.0,570.0,42.0,692.0,179.5,401.44,10.0,0,0
10/10/21,121.5,0.0,138.0,79.0,0.0,755.0,94.0,1086.0,268.0,327.42,31.25,0,0
10/11/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10/12/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10/13/21,61.75,0.0,96.0,50.0,0.0,478.75,24.0,355.0,103.5,228.61,11.0,0,0
10/14/21,44.75,0.0,120.0,85.25,0.0,514.0,42.0,406.0,97.0,212.69,20.0,0,0
10/15/21,102.5,0.0,90.0,91.0,0.0,531.75,41.0,606.0,138.0,287.57,20.0,0,0
10/16/21,71.0,0.0,66.0,101.25,0.0,545.5,39.0,643.0,255.5,192.65,5.0,0,0
10/17/21,79.25,0.0,180.0,72.0,0.0,559.0,106.0,496.5,167.5,177.7,9.5,0,0
10/18/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10/19/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10/20/21,56.5,0.0,168.0,43.75,0.0,394.5,30.0,325.0,108.0,157.77,5.0,0,0
10/21/21,61.5,0.0,168.0,55.25,0.0,253.75,52.0,280.5,55.5,145.75,10.0,0,0
10/22/21,70.25,0.0,183.0,76.75,0.0,441.75,59.0,500.5,125.5,225.63,5.0,0,0
10/23/21,78.75,0.0,243.0,136.5,0.0,632.75,132.0,776.5,232.5,249.58,11.5,0,0
10/24/21,37.0,0.0,123.0,31.0,0.0,323.75,50.0,328.0,47.5,107.85,0.0,0,0
10/25/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10/26/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10/27/21,54.75,0.0,246.0,53.25,0.0,526.25,26.0,451.5,61.0,164.73,0.0,0,0
10/28/21,46.75,0.0,108.0,40.0,0.0,417.5,28.0,349.0,114.5,201.71,15.0,0,0
10/29/21,41.5,0.0,192.0,66.0,0.0,358.75,84.0,471.5,150.0,256.71,0.0,0,0
10/30/21,62.25,0.0,132.0,61.25,0.0,341.0,39.0,499.0,105.0,171.72,10.0,0,0
10/31/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
