Date,Product_1,Product_3,Product_4,Product_5,Product_6,Product_7,Product_8,Product_9,Product_10,Product_12,Product_13,Product_2,Product_11
7/1/22,110.25,33.25,285.0,98.5,54.0,247.5,90.0,924.0,58.0,95.81,21.0,0,0
7/2/22,106.0,173.25,289.5,166.25,48.0,268.0,233.0,1025.5,49.25,131.74,5.75,0,0
7/3/22,148.25,202.25,371.5,143.75,112.0,287.5,157.0,1258.5,38.75,361.47,10.5,0,0
7/4/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7/5/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7/6/22,91.5,128.0,281.5,106.75,48.0,359.75,118.5,774.0,65.25,228.64,36.75,0,0
7/7/22,106.25,58.5,201.0,135.25,16.0,333.75,170.0,745.0,56.25,188.64,40.75,0,0
7/8/22,96.75,81.0,267.0,102.5,20.0,181.0,99.5,779.0,63.5,183.65,16.75,0,0
7/9/22,112.5,101.25,278.0,144.5,50.0,416.25,69.0,939.0,42.25,272.53,44.25,0,0
7/10/22,227.25,186.5,338.5,194.0,46.0,680.75,251.0,1504.5,52.25,306.48,47.75,0,0
7/11/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7/13/22,93.75,161.75,225.0,126.75,54.0,374.5,145.0,677.0,40.25,185.73,63.5,0,0
7/14/22,88.5,119.75,180.0,60.5,20.0,331.0,129.5,665.5,35.0,152.76,30.5,0,0
7/15/22,92.0,212.75,237.0,116.25,104.0,297.0,149.0,830.5,72.0,348.45,79.0,0,0
7/16/22,124.5,163.75,280.0,98.75,22.0,444.25,92.0,1103.0,81.25,299.5,56.75,0,0
7/17/22,150.25,113.75,358.5,126.25,56.0,323.25,144.0,1104.5,84.75,305.46,36.75,0,0
7/18/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7/19/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7/20/22,105.75,116.75,258.0,112.25,74.0,379.25,197.5,731.0,55.75,205.61,46.25,0,0
7/21/22,71.0,179.75,193.0,93.0,100.0,283.75,55.0,582.5,27.25,186.72,69.25,0,0
7/22/22,110.25,55.25,173.0,132.25,36.0,301.75,99.5,792.5,65.75,133.73,35.0,0,0
7/23/22,107.0,80.5,241.0,132.0,54.0,263.75,89.5,1186.0,94.5,244.57,32.0,0,0
7/24/22,150.5,147.75,282.0,100.25,36.0,404.25,125.0,1209.5,31.0,322.49,31.0,0,0
7/25/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7/26/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7/27/22,106.75,122.5,238.0,90.25,52.0,569.75,101.5,1154.5,50.25,144.76,115.5,0,0
7/28/22,94.75,79.75,208.0,99.75,20.0,313.0,51.5,576.5,17.5,189.68,10.5,0,0
7/29/22,139.25,155.25,180.5,142.25,32.0,472.0,78.5,781.5,61.75,221.68,49.75,0,0
7/30/22,183.0,133.25,180.0,188.25,22.0,443.5,225.0,1329.0,14.25,271.53,16.25,0,0
7/31/22,127.75,119.0,235.5,129.5,50.0,395.75,134.0,1087.0,80.75,248.62,30.5,0,0
8/1/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
